,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.10361405,-0.027820159,-0.046643388,0.094746344,0.15595381,-0.03258884,0.34738448,0.1507026,0.20694987,0.24138553,-0.03848986,0.43553644,-0.2824336,0.30242053,0.31324288,0.16681966,0.11229916,0.16156912,0.259735,0.0953075,0.13668549,0.016681386,0.07664535,0.073448345,0.15615992
1,0.08313248,0.044153858,-0.08713752,0.12507404,-0.108370565,-0.19965895,0.0051507805,0.3272828,0.30384818,0.06470276,-0.11472694,0.23851033,-0.12509635,0.16068693,0.18377014,0.1527779,0.112831496,-0.067203626,0.12123652,-0.049498647,-0.099278115,-0.029134288,0.14484455,0.103757046,-0.081150174
2,0.122863345,-0.04938526,-0.019499505,0.09431881,0.11223996,-0.07360637,0.33732668,0.34158996,0.32879207,0.30363068,0.1815693,0.44583935,-0.21210037,0.13457005,0.0823671,0.14471984,0.34058735,-0.006769771,0.08935831,0.26768774,0.15791367,0.15631504,0.18473317,0.23727268,0.12255263
3,-0.089856386,-0.0592083,0.15900001,-0.113382384,0.12407055,0.053919505,0.31030524,0.1563424,0.2672679,-0.10578574,0.054175816,0.18026395,-0.35600066,0.06414506,0.14757957,-0.16250788,0.035944685,0.13885504,0.24991429,0.20493226,-0.075365834,0.16537005,0.17414913,0.13010566,0.15881427
4,-0.04251306,-0.04344816,0.12198207,0.01067119,-0.13028288,0.0072785853,0.29202637,0.23932423,0.150509,0.14693291,0.0014265113,0.3040728,-0.13763624,0.2278465,0.04467404,0.06940475,0.32039684,-0.03050743,0.35887885,0.21410419,0.12807408,-0.01700283,0.22210358,0.22822456,-0.041558098
